id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
Isla Azul Line Seafaring,"Mould powders and covering powders for tundish and ladle; Lubricating Powders for Continuous Casting Mould, Tundish and Landle Covering Powders, and Liquid Powder for Open Casting",23842.1329,Company,Puerto Sol,0,0,NULL
Isla Azul Ltd. Liability Co,,,Company,Coralmarica,,,Limited
Isla Azul Marine biology,"Motion control products, positioning tables/stages, and positioning systems for customers in industry, government, science, and research institutions",24452.1321,Company,Marebak,0,0,NULL
Isla Azul N.V. Eel,,,Company,Oceanus,,,N.V.
Isla Azul Seafoam GmbH & Co. KG Forwading,,,Company,Gavanovia,,,Ges.m.b.H
Isla Azul Underwater OJSC Forwading,,6216.6728,Company,Oceanus,,,OJSC
Isla del Este & Ltd. Corporation International,,5168.8373,Company,Zawalinda,,,Co
Isla del Este _,,5933.3831,Company,Marebak,,,NULL
Isla del Este AS Forwading,,,Company,Oceanus,,,A/S
Isla del Este CJSC Logistics,,5121.9781,Company,Puerto Sol,,,CJSC
Isla del Este CJSC Marine,,11356.6728,Company,Oceanus,,,CJSC
Isla del Este GmbH & Co. KG,,6316.6728,Company,Oceanus,,,Ges.m.b.H
Isla del Este GmbH & Co. KG Line,Home furnishing products,40166.6728,Company,Oceanus,0,0,Ges.m.b.H
Isla del Este Kga Tidepool,"Fish and seafoods, such as fresh shellfish, crustaceans and molluscs, fresh and frozen fillet",198243.4371,Company,Rio Isla,1,1,Kga
Isla del Este Ltd,"Producer of puzzles, award-winning board games, and engaging science and arts and crafts kits",104666.6728,Company,Oceanus,0,0,Limited
Isla del Este Ltd. Corporation,"Adapters, dongles, docking stations, and wireless charging products",93967.8158,Company,Marebak,0,0,Co
Isla del Este Marine sanctuary,Manufacture and sale of complete passenger automobiles,10596.6728,Company,Oceanus,0,0,NULL
Isla del Este S.p.A.,,6306.6728,Company,Oceanus,,,S.p.A.
Isla del Este Seaside,,4736.6728,Company,Oceanus,,,NULL
Isla del Mar A/S,Banking services,20666.6728,Company,Oceanus,0,0,A/S
Isla del Mar AB Express,Fish and meat products,8326.6799,Company,Korvelonia,1,1,AB
Isla del Mar BV,Seafood products,15266.6728,Company,Coralmarica,1,1,BV
Isla del Mar CJSC Enterprises,,6946.6728,Company,Oceanus,,,CJSC
Isla del Mar Co,,4926.6728,Company,Oceanus,,,Co
Isla del Mar Consultants,"Offers a wide range of products including art pads; arts & crafts; backpacks, lunchbags & cooler totes; binders; book covers; calculators; calendars; composition books; construction pads & paper; correction; crayons; document holders; dry erase boards & supplies; desk & home accessories; envelopes & mailing; erasers; fatbooks; glue & tape; highlighters; markers; index cards; memo pads; notebooks; notebooks 1 subject fashion; pads & paper; pencil cases & plastic cases; pencils & coloring pencils; pens; portfolios; poster board; project & foam board; push pins & clips; scissors; sharpeners; and staplers, rulers & punches",20266.6728,Company,Oceanus,0,0,NULL
Isla del Mar Inc Marine sanctuary,Frozen seafood poducts,16210.6839,Company,Zawalinda,1,1,Inc
Isla del Mar Incorporated Transport,,13476.6728,Company,Oceanus,,,Inc
Isla del Mar Kga,,40266.6728,Company,Oceanus,,,Kga
Isla del Mar LC Worldwide,,,Company,Isliandor,,,Limited
Isla del Mar LLC,"Food products, including canned and dried goods, for the foodservice industry",35666.6728,Company,Oceanus,1,0,Limited
Isla del Mar Ltd,Injection cartridges and chemical anchor,,Company,Isliandor,0,0,Limited
Isla del Mar Ltd. Liability Co Enterprises,"An extensive range of canned tuna, frozen tuna loins and other related canned fish products",64704.778,Company,Merigrad,1,1,Limited
Isla del Mar Oyj,Furniture and other furniture supplies,42066.6728,Company,Oceanus,0,0,Oyj
Isla del Mar S.A. de C.V.,"Preparation and packaging seafoods (Gathering and canning seafood, smoking, salting, and drying seafood, eviscerating fresh fish by removing heads, fins, scales, bones, and entrails, shucking and packing fresh shellfish, processing marine fats and oils and freezing seafood)",5085.6955,Company,Marebak,1,1,S.A. de C.V.
Isla del Mar Sagl Forwading,,,Company,Brindisola,,,Sagl
Isla del Mar Sp,,5956.6728,Company,Oceanus,,,Sp
Isla del Tesoro AB Forwading,,,Company,Rio Solovia,,,AB
Isla del Tesoro CJSC,"Seafoods, foods, meats and meat products",107666.6728,Company,Oceanus,1,1,CJSC
Isla del Tesoro Co,"Fresh and frozen seafood products which carry a broad array of imported and domestically seafood items that are distributed to grocery stores, supermarkets, wholesalers and food service providers; Squid, shrimps, lobsters, marlin, prawn, crab, freshwater fish, and other seafood products",,Company,Puerto del Mar,1,1,Co
Isla del Tesoro Corp,,,Company,Naraliket,,,Co
Isla del Tesoro Ltd Shipping,,4871.7589,Company,Arvaros,,,Limited
Isla del Tesoro Ltd. Corporation Cargo ship,,14866.6728,Company,Oceanus,,,Co
Isla del Tesoro Pic,Chemicals and other related products,,Company,Sol y Oceana,0,0,PLC
Isla del Tesoro Sp,Repair of Tissot watches,,Company,Faraluna,0,0,Sp
Isla del Tesoro SRL Canal,,4736.6728,Company,Oceanus,,,SRL
Isla del Tesoro ОАО,Meat and meat products,22584.669,Company,Nalakond,1,0,ОАО
Italian Anchovy Corporation International,,,Company,Isliandor,,,Co
Italian Anchovy LC Delivery,Machinery and complete systems for the filling and packaging industry and for the production of beverages,4541755.843,Company,Utoporiana,1,0,Limited
Italian Anchovy LC International,"International logistics, licensed US customs brokers, North American logistics, trade show logistics, project cargo, in-house trade finance solutions, on-site compliance seminars, custom reporting, and dangerous goods/HazMat expertise",35266.6728,Company,Oceanus,0,0,Limited
Italian Anchovy Limited Liability Company Shipping,Thai and oriental food products,15966.6728,Company,Oceanus,1,0,Limited
Italian Anchovy Pic Carriers,,,Company,Oceanus,,,PLC
Italian Anchovy S.A. de C.V.,,,Company,Marebak,,,S.A. de C.V.
Italian Sardines Corporation Transport,,52766.6728,Company,Oceanus,,,Co
Italian Sardines GmbH & Co. KG World,Grocery and related products,14987.7004,Company,Oceanus,1,0,Ges.m.b.H
Italian Sardines Herring A/S Logistics,,11136.6728,Company,Oceanus,,,A/S
Italian Sardines Ltd. Corporation,"Import and export of many lines of fish (e.G. Doversole, Mahi Mahi, Swordfish, Yellowfin Tuna, Monkfish, Kingclip, Pacific Snapper, Haddock, Halibut, Grouper, Tilapia, Red Cod, Oreo Dory, Cape Capensis, Catfish, and Orange Roughy) and seafood products as well as other frozen foods such as Italian vegetables, frozen crushed garlic and herb cubes, hors d'oeuvres, as well as other value added frozen products",95966.6728,Company,Coralmarica,1,1,Co
Italian Sardines Ltd. Liability Co,"Offers standard canned tuna products, canned tuna products, pet food products, and other related products",123818.6744,Company,Mawazam,1,0,Limited
Italian Sardines Ltd. Liability Co Transport,,7786.6728,Company,Oceanus,,,Limited
Italian Sardines Marine life,,5636.6728,Company,Oceanus,,,NULL
Italian Sardines Pic Transit,,,Company,Kethilim,,,PLC
Italian Sardines S.A. de C.V.,,6806.6728,Company,Oceanus,,,S.A. de C.V.
Italian Sword Ltd. Corporation,Consumer goods,6980.6948,Company,Nalakond,0,0,Co
Italian Sword Ltd. Corporation,,19266.6728,Company,Oceanus,,,Co
Italian Sword N.V. Dredge,,20966.6728,Company,Oceanus,,,N.V.
Italian Sword OJSC Transport,,14186.6728,Company,Oceanus,,,OJSC
Italian Sword Underwater Plc Enterprises,,4736.6728,Company,Marebak,,,PLC
Italian Tuna Ges.m.b.H. Forwading,,5609.2983,Company,Marebak,,,Ges.m.b.H
Italian Tuna Plc Logistics,Food products,12486.6728,Company,Oceanus,1,0,PLC
Italian Tuna S.A. de C.V. Overseas,,5397.2728,Company,Talandria,,,S.A. de C.V.
Italian Tuna SRL Freight,,37532.3684,Company,Marebak,,,SRL
Jackson and Sons,Toffees; formed candies; deposited candies; jellies; lollipops; and chocolates,26270.2326,Company,ZH,0,0,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Beneficial Owner,ZH,,,Sons
Jackson and Sons,,,Company Contacts,ZH,,,Sons
Jackson and Sons,,,Company Contacts,ZH,,,Sons
Jackson Group,,,Beneficial Owner,ZH,,,Group
Jackson Group,,,Beneficial Owner,ZH,,,Group
Jackson Group,,,Company Contacts,ZH,,,Group
Jackson Group,,,Company Contacts,ZH,,,Group
Jackson Group,,,Company Contacts,ZH,,,Group
Jackson Group,,,Company Contacts,ZH,,,Group
Jackson Inc,,10794.1241,Company,ZH,,,Inc
Jackson Inc,Freight trucking and other related transportation services,,Company,ZH,0,0,Inc
Jackson Inc,,,Beneficial Owner,ZH,,,Inc
Jackson Inc,,,Beneficial Owner,ZH,,,Inc
Jackson Inc,,,Beneficial Owner,ZH,,,Inc
Jackson Inc,,,Company Contacts,ZH,,,Inc
Jackson Inc,,,Company Contacts,ZH,,,Inc
Jackson LLC,Gelatine ingredients,8356.47,Company,ZH,0,0,Limited
Jackson LLC,,,Company,ZH,,,Limited
Jackson LLC,,,Beneficial Owner,ZH,,,Limited
Jackson LLC,,,Beneficial Owner,ZH,,,Limited
Jackson LLC,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,Cast and fabricated iron and steel products,657806.8122,Company,ZH,0,0,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Beneficial Owner,ZH,,,Limited
Jackson Ltd,,,Company Contacts,ZH,,,Limited
Jackson Ltd,,,Company Contacts,ZH,,,Limited
Jackson Ltd,,,Company Contacts,ZH,,,Limited
Jackson PLC,"Retail distribution of furniture and other products, including bedsprings, mattresses, and other related household furniture; office furniture; and furniture for public parks and buildings; Partitions, shelving, lockers, and store fixtures, as well as other related activities",,Company,ZH,0,0,PLC
Jackson PLC,,,Beneficial Owner,ZH,,,PLC
Jackson PLC,,,Beneficial Owner,ZH,,,PLC
Jackson PLC,,,Beneficial Owner,ZH,,,PLC
Jackson PLC,,,Beneficial Owner,ZH,,,PLC
Jackson PLC,,,Company Contacts,ZH,,,PLC
"Jackson, Adams and Roth",,,Company,ZH,,,NULL
"Jackson, Allen and Anderson",,,Company Contacts,ZH,,,NULL
"Jackson, Allen and Jordan","Bread, and fresh pastry goods and cakes (fresh frozen bread and bread-type rolls and other fresh bakery products; unleavened bread made in commercial bakeries; and pies, pastries, cupcakes, biscuits, cookies, muffins, rolls, pretzels, doughnuts, and other baked goods)",82767.7785,Company,ZH,1,0,NULL
"Jackson, Anderson and Mckinney",,,Beneficial Owner,ZH,,,NULL
"Jackson, Ayala and Mcdaniel",Stainless steel and aluminum products and equipments,34781.4799,Company,ZH,0,0,NULL
"Jackson, Bennett and Khan",,,Company Contacts,ZH,,,NULL
"Jackson, Blake and Phillips",,,Beneficial Owner,ZH,,,NULL
"Jackson, Boyd and Hernandez",,,Company Contacts,ZH,,,NULL
"Jackson, Brooks and Hobbs",,,Beneficial Owner,ZH,,,NULL
"Jackson, Brown and Erickson",,,Company Contacts,ZH,,,NULL
"Jackson, Byrd and Paul",,,Beneficial Owner,ZH,,,NULL
"Jackson, Chaney and Quinn",,,Beneficial Owner,ZH,,,NULL
"Jackson, Cohen and Hardin",,,Company Contacts,ZH,,,NULL
"Jackson, Craig and Johnson",,,Company Contacts,ZH,,,NULL
"Jackson, Davis and Mendez",,,Company,ZH,,,NULL
"Jackson, Delgado and Weber",,,Beneficial Owner,ZH,,,NULL
"Jackson, Fischer and Day",,,Beneficial Owner,ZH,,,NULL
"Jackson, Gomez and Turner",,,Company Contacts,ZH,,,NULL
"Jackson, Griffin and Jones",,,Company Contacts,ZH,,,NULL
"Jackson, Hardy and Dennis",,,Company,ZH,,,NULL
"Jackson, Hudson and Lawrence",,,Company Contacts,ZH,,,NULL
"Jackson, Huynh and Jenkins",Cut stone and stone products,5591.7468,Company,ZH,0,0,NULL
"Jackson, Johnson and Fleming",,,Beneficial Owner,ZH,,,NULL
"Jackson, Johnson and Morales",,,Beneficial Owner,ZH,,,NULL
"Jackson, Johnson and Wilson",,,Company Contacts,ZH,,,NULL
"Jackson, Lopez and Arnold",,,Company Contacts,ZH,,,NULL
"Jackson, Martin and Hobbs",,,Company Contacts,ZH,,,NULL
"Jackson, Mcneil and Mccoy",,,Company Contacts,ZH,,,NULL
"Jackson, Mejia and Boyd",,,Company Contacts,ZH,,,NULL
"Jackson, Middleton and Bauer",,,Beneficial Owner,ZH,,,NULL
"Jackson, Miller and Martinez",,,Beneficial Owner,ZH,,,NULL
"Jackson, Nunez and Roberts",,,Company Contacts,ZH,,,NULL
"Jackson, Patterson and Collins",,,Beneficial Owner,ZH,,,NULL
"Jackson, Phelps and Sellers",,,Company Contacts,ZH,,,NULL
"Jackson, Ramos and Knight",,,Beneficial Owner,ZH,,,NULL
"Jackson, Reyes and Ellis",,,Beneficial Owner,ZH,,,NULL
"Jackson, Rodriguez and Chandler",,,Beneficial Owner,ZH,,,NULL
"Jackson, Smith and White",,,Beneficial Owner,ZH,,,NULL
"Jackson, Spencer and Harrison",,,Beneficial Owner,ZH,,,NULL
"Jackson, Torres and Saunders",,,Beneficial Owner,ZH,,,NULL
"Jackson, Walker and May",,,Company Contacts,ZH,,,NULL
"Jackson, Walker and Thomas",,,Beneficial Owner,ZH,,,NULL
"Jackson, Wiggins and Sanders",,,Beneficial Owner,ZH,,,NULL
"Jackson, Wright and Walker",,,Company Contacts,ZH,,,NULL
Jackson-Baker,,,Beneficial Owner,ZH,,,NULL
Jackson-Barnett,,,Beneficial Owner,ZH,,,NULL
Jackson-Becker,,,Beneficial Owner,ZH,,,NULL
Jackson-Brady,,,Beneficial Owner,ZH,,,NULL
Jackson-Brown,,,Company,ZH,,,NULL
Jackson-Cameron,,,Beneficial Owner,ZH,,,NULL
Jackson-Davis,"Accessories, household items, office supplies, outdoors & travel, QNOTES - quality notebooks, practical items, sports & fitness",17366.6728,Company,ZH,0,0,NULL
Jackson-Fitzpatrick,,,Beneficial Owner,ZH,,,NULL
Jackson-Flores,,,Beneficial Owner,ZH,,,NULL
Jackson-Gill,,,Beneficial Owner,ZH,,,NULL
Jackson-Hester,,,Beneficial Owner,ZH,,,NULL
Jackson-Jackson,,,Beneficial Owner,ZH,,,NULL
Jackson-Johnson,,,Company Contacts,ZH,,,NULL
Jackson-Jones,,,Company Contacts,ZH,,,NULL
Jackson-Little,,,Beneficial Owner,ZH,,,NULL
Jackson-Martin,,,Company Contacts,ZH,,,NULL
Jackson-Mcdonald,,,Beneficial Owner,ZH,,,NULL
Jackson-Mills,,,Company Contacts,ZH,,,NULL
Jackson-Mitchell,,,Beneficial Owner,ZH,,,NULL
Jackson-Moss,,,Company Contacts,ZH,,,NULL
Jackson-Ortega,Toys and stuffed animals,49466.6728,Company,ZH,0,0,NULL
Jackson-Osborne,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",251145774.2,Company,ZH,1,1,NULL
Jackson-Owens,,,Company Contacts,ZH,,,NULL
Jackson-Pena,,,Beneficial Owner,ZH,,,NULL
Jackson-Pierce,,,Company Contacts,ZH,,,NULL
Jackson-Roberts,,,Company Contacts,ZH,,,NULL
Jackson-Robinson,,,Beneficial Owner,ZH,,,NULL
Jackson-Rodriguez,,,Company Contacts,ZH,,,NULL
Jackson-Romero,,,Company Contacts,ZH,,,NULL
Jackson-Smith,,,Beneficial Owner,ZH,,,NULL
Jackson-Smith,,,Company Contacts,ZH,,,NULL
Jackson-Stanley,,,Beneficial Owner,ZH,,,NULL
Jackson-Valdez,,,Beneficial Owner,ZH,,,NULL
Jackson-Vazquez,,,Company Contacts,ZH,,,NULL
Jackson-Williams,Fish and seafood products,16786.4154,Company,ZH,1,1,NULL
Jacobs Group,,,Beneficial Owner,ZH,,,Group
Jacobs Group,,,Beneficial Owner,ZH,,,Group
Jacobs Inc,,,Beneficial Owner,ZH,,,Inc
Jacobs Inc,,,Beneficial Owner,ZH,,,Inc
Jacobs LLC,,,Beneficial Owner,ZH,,,Limited
Jacobs Ltd,,,Beneficial Owner,ZH,,,Limited
Jacobs Ltd,,,Beneficial Owner,ZH,,,Limited
Jacobs Ltd,,,Company Contacts,ZH,,,Limited
Jacobs PLC,,,Beneficial Owner,ZH,,,PLC
Jacobs PLC,,,Beneficial Owner,ZH,,,PLC
"Jacobs, Allen and Garrett",,5506.6451,Company,ZH,,,NULL
"Jacobs, Foster and Hicks",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Gordon and Hicks",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Guzman and Bennett",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Hunt and Mills","Agricultural production, processing, and trading",,Company,ZH,0,0,NULL
"Jacobs, Hunt and Washington",,,Company Contacts,ZH,,,NULL
"Jacobs, Johns and Sandoval",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Mendez and Alvarado",,,Company Contacts,ZH,,,NULL
"Jacobs, Perez and Brown",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Perkins and Melton",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Reed and Butler",,,Company Contacts,ZH,,,NULL
"Jacobs, Reyes and Ellis","Coffee, juices, as well as nectars",177544.6854,Company,ZH,0,0,NULL
"Jacobs, Reyes and Lara",,,Beneficial Owner,ZH,,,NULL
"Jacobs, Sanders and Alvarado",,,Beneficial Owner,ZH,,,NULL
Jacobs-Brown,Clothing apparels,98055.5064,Company,ZH,0,0,NULL
Jacobs-Jones,,,Beneficial Owner,ZH,,,NULL
Jacobs-Marquez,,,Beneficial Owner,ZH,,,NULL
Jacobson and Sons,,,Beneficial Owner,ZH,,,Sons
Jacobson and Sons,,,Company Contacts,ZH,,,Sons
Jacobson Group,,,Company Contacts,ZH,,,Group
Jacobson Inc,,,Company,ZH,,,Inc
Jacobson Inc,,,Beneficial Owner,ZH,,,Inc
Jacobson LLC,,,Beneficial Owner,ZH,,,Limited
Jacobson LLC,,,Company Contacts,ZH,,,Limited
"Jacobson, Russell and Morse",,,Beneficial Owner,ZH,,,NULL
"Jacobson, Ryan and Clark",,,Company Contacts,ZH,,,NULL
Jacobson-Anderson,,,Beneficial Owner,ZH,,,NULL
Jacobson-Graham,,,Beneficial Owner,ZH,,,NULL
Jacobson-Patel,,,Company Contacts,ZH,,,NULL
Jacobs-Smith,,,Company,ZH,,,NULL
James and Sons,,11828.1914,Company,ZH,,,Sons
James and Sons,,,Beneficial Owner,ZH,,,Sons
James and Sons,,,Company Contacts,ZH,,,Sons
James Group,,,Beneficial Owner,ZH,,,Group
James Group,,,Beneficial Owner,ZH,,,Group
James Group,,,Company Contacts,ZH,,,Group
James Inc,,,Company,ZH,,,Inc
James Inc,,,Beneficial Owner,ZH,,,Inc
James Limited Liability Company,,7112.7698,Company,Marebak,,,Limited
James Limited Liability Company,,,Company,Oceanus,,,Limited
James LLC,,,Beneficial Owner,ZH,,,Limited
James Ltd,,,Company,ZH,,,Limited
James Ltd,,,Beneficial Owner,ZH,,,Limited
James Ltd,,,Company Contacts,ZH,,,Limited
James PLC,"Mechanical and electronic security systems, electronic controllers, and die casting parts",397769.7018,Company,ZH,0,0,PLC
James PLC,,,Beneficial Owner,ZH,,,PLC
James PLC,,,Beneficial Owner,ZH,,,PLC
James PLC,,,Company Contacts,ZH,,,PLC
James PLC,,,Company Contacts,ZH,,,PLC
James PLC,,,Company Contacts,ZH,,,PLC
James PLC,,,Company Contacts,ZH,,,PLC
"James, Adams and Scott",,4856.6728,Company,ZH,,,NULL
"James, Allison and Evans",,,Beneficial Owner,ZH,,,NULL
"James, Brown and Smith",,5336.6728,Company,ZH,,,NULL
"James, Cameron and Wright",,,Company Contacts,ZH,,,NULL
"James, Gutierrez and Hickman",,,Beneficial Owner,ZH,,,NULL
"James, Hodges and Carter",,,Company Contacts,ZH,,,NULL
"James, Johnson and Campbell",,,Beneficial Owner,ZH,,,NULL
"James, Jones and Ellis",,,Beneficial Owner,ZH,,,NULL
"James, Meadows and Stanton",,,Beneficial Owner,ZH,,,NULL
"James, Moreno and Buck",,,Beneficial Owner,ZH,,,NULL
"James, Morgan and Williams",,,Company Contacts,ZH,,,NULL
"James, Sanchez and Miller",,,Company Contacts,ZH,,,NULL
"James, Sexton and Collins",,,Company,ZH,,,NULL
"James, Smith and Blake",,,Company Contacts,ZH,,,NULL
"James, Stone and Ferguson",,,Beneficial Owner,ZH,,,NULL
"James, Williams and Clayton",,,Company Contacts,ZH,,,NULL
James-Bradley,,,Company Contacts,ZH,,,NULL
James-Brown,,,Company,ZH,,,NULL
James-Brown,,,Beneficial Owner,ZH,,,NULL
James-Brown,,,Company Contacts,ZH,,,NULL
James-Campbell,,,Beneficial Owner,ZH,,,NULL
James-Choi,,,Company,ZH,,,NULL
James-Diaz,,,Company Contacts,ZH,,,NULL
James-Flores,,,Beneficial Owner,ZH,,,NULL
James-Hall,,,Beneficial Owner,ZH,,,NULL
James-Hughes,,,Company Contacts,ZH,,,NULL
James-Johnson,,,Beneficial Owner,ZH,,,NULL
James-Kim,,,Beneficial Owner,ZH,,,NULL
James-Kirk,,,Beneficial Owner,ZH,,,NULL
James-Martin,,,Company Contacts,ZH,,,NULL
James-Mckinney,,,Beneficial Owner,ZH,,,NULL
James-Michael,,,Beneficial Owner,ZH,,,NULL
James-Palmer,,,Company Contacts,ZH,,,NULL
James-Smith,,,Beneficial Owner,ZH,,,NULL
James-Thomas,,,Company Contacts,ZH,,,NULL
Jammu & Kashmir  AB Consultants,"Iron and steel products, mineral and metal resources, infrastructure projects, integrated transportation systems, chemicals, energy, food resources, food products and services, consumer services, innovation and corporate development business",760522.4165,Company,Rio Isla,1,0,AB
Jammu & Kashmir  AG Export,"Air purification equipment, air-conditioning and warm air heating equipment; and commercial and industrial refrigeration equipment",10121.7803,Company,Kondanovia,0,0,AG
Jammu & Kashmir  BV Brothers,Seafood and other aquatic products,4883.123,Company,Zawalinda,1,1,BV
Jammu & Kashmir  Current,,,Company,Oceanus,,,NULL
Jammu & Kashmir  Estuary,"Adhesives, sealants and surface treatments",13815.3877,Company,Galduzim,0,0,NULL
Jammu & Kashmir  Flotsam,,,Company,Faraluna,,,NULL
Jammu & Kashmir  Ges.m.b.H. Solutions,Offers shrimps of the highest quality to the international market and fulfill any type of processing request from its valued customers,85098.6488,Company,Arreciviento,0,0,Ges.m.b.H
Jammu & Kashmir  Kga -,"Provides storage, stevedoring, transport, distribution, re-packing, re-processing, and barcode scanning services",22436.2978,Company,Gavanovia,0,0,Kga
Jammu & Kashmir  Limited Liability Company Delivery,,44053.1487,Company,Kondanovia,,,Limited
