source,BOCnt,CCCnt
Sharp-Espinoza,1,0
Shaw Group,1,0
Shaw LLC,2,0
Shaw Ltd,2,2
Shaw and Sons,1,0
"Shaw, Caldwell and Lee",1,0
"Shaw, Ellis and Hill",1,0
"Shaw, Parker and Dunn",1,0
"Shaw, Young and Jones",1,0
"Shelton, Hall and Tate",1,0
"Shelton, Martinez and Henderson",1,0
"Shelton, Santos and Nelson",1,0
Shelton-Miller,1,0
Shelton-Thompson,1,0
Shepard Ltd,1,0
"Shepard, Allen and Macias",1,0
Shepard-Booth,1,0
Shepard-Mcclure,1,0
Shepherd Ltd,1,0
Shepherd PLC,1,0
"Shepherd, Kennedy and Young",1,0
Shepherd-Hartman,1,0
Shepherd-Johnson,1,0
Shepherd-Smith,1,0
Sheppard Group,1,0
Sheppard LLC,1,0
"Sheppard, Nguyen and Ross",1,0
Sherman Group,2,0
Sherman LLC,1,0
"Sherman, Moore and Abbott",1,0
"Sherman, Williams and Hawkins",1,0
Sherman-Dorsey,1,0
Sherman-Montoya,1,0
Shields LLC,2,0
Shields Ltd,2,0
Shields and Sons,2,0
"Shields, Campbell and Robinson",1,0
Shields-Campbell,1,0
Shields-Fox,1,0
Shipping S.A. de C.V.,3,2
Shona Tom yum Incorporated Marine sanctuary,1,1
Short Group,1,0
"Short, Chase and Keller",1,0
Short-Campbell,1,0
Short-Miller,1,0
Short-Williams,1,0
Shou gan  A/S Shipping,4,1
Shou gan  BV Services,4,1
Shou gan  GmbH & Co. KG,4,1
Shou gan  S.A. de C.V.,2,1
Sikkim   GmbH & Co. KG & Son's,3,1
Sikkim   Oyj and Son's,8,1
Sikkim  AG Marine biology,4,1
Sikkim  GmbH & Co. KG,1,1
Sikkim  Ltd. Liability Co,2,1
Sikkim  Market Incorporated Marine biology,3,1
Sikkim  Market Limited Liability Company,8,1
Silva LLC,1,0
Silva and Sons,1,0
Silva-Allison,1,0
Silva-Garcia,1,0
Silva-Walsh,1,0
SilverFin Limited Liability Company,1,1
SilverScales GmbH & Co. KG,2,1
SilverScales Ltd. Liability Co,2,1
SilverScales Sagl Marine conservation,1,1
SilverScales Sailboat Co Transport,1,1
SilverStream & Plc Investment,3,1
Simmons Group,1,0
Simmons LLC,3,0
Simmons and Sons,2,0
Simmons-Graham,1,0
Simmons-King,1,0
Simon Ltd,2,0
Simon-Clark,1,0
Simon-Ford,1,0
Simon-Johnson,1,0
Simon-Lopez,1,0
Simon-Morris,1,0
Simon-Nguyen,1,0
Simpson Group,2,1
Simpson PLC,1,0
Simpson and Sons,2,0
"Simpson, Blevins and White",1,0
"Simpson, Roy and Richards",1,0
"Simpson, Smith and Hobbs",1,0
"Simpson, Ward and Barton",1,0
Simpson-Padilla,1,0
Simpson-Patterson,1,0
Simpson-Ramos,1,0
Simpson-Thomas,1,0
Simpson-Wise,1,0
Sims Ltd,1,0
Sims and Sons,1,1
"Sims, Anderson and Cabrera",1,0
"Sims, Gardner and Jackson",1,0
"Sims, Gray and Christensen",1,0
Sims-Cook,1,0
Sims-May,1,0
Singh PLC,1,0
"Singh, Gibbs and Conner",1,0
Singh-Bryant,1,0
Singleton Ltd,2,0
Singleton PLC,1,0
"Singleton, Myers and Wiley",1,0
Singleton-Chavez,1,0
Singleton-Edwards,1,0
Singleton-Jones,1,0
Singleton-Smith,1,0
Situhu Limited Liability Company Line,2,1
Skeleton Coast  Ltd. Corporation,2,1
Skeleton Coast  Marine conservation,3,1
Skeleton Coast  ОАО Enterprises,1,1
Skeleton Coastline AS Marine,1,1
Skeleton Coastline Seafarer OJSC Holdings,2,1
Skeleton Coastline Trawler Kga Marine biology,1,1
Skinner and Sons,1,1
Sloan Ltd,1,0
Sloan PLC,1,1
"Sloan, Brock and Evans",1,0
Sloan-Daniel,1,0
Sloan-Graham,1,0
Small Ltd,1,1
Small PLC,1,0
"Small, Orozco and Hamilton",1,0
Small-Escobar,1,0
Smith Group,6,3
Smith Inc,12,5
Smith LLC,10,3
Smith Ltd,9,4
Smith PLC,10,3
Smith and Sons,7,4
"Smith, Allen and Hawkins",1,0
"Smith, Bailey and Nelson",1,0
"Smith, Black and Smith",1,0
"Smith, Bradshaw and Fisher",1,0
"Smith, Cantrell and Burton",1,0
"Smith, Edwards and Williams",1,0
"Smith, Evans and Fleming",1,0
"Smith, Fields and Powell",1,0
"Smith, Fleming and Oliver",1,0
"Smith, Flores and Baxter",1,0
"Smith, Flores and Owen",1,0
"Smith, Flores and Powell",1,0
"Smith, Fuentes and Murphy",1,0
"Smith, Griffith and Rogers",1,0
"Smith, Griffith and Scott",1,0
"Smith, Hall and Peterson",1,0
"Smith, Harmon and Thomas",1,0
"Smith, Hartman and Green",1,0
"Smith, Herrera and Johnson",1,0
"Smith, Hill and Spencer",1,0
"Smith, Horn and Zimmerman",1,0
"Smith, Johnson and Baldwin",1,0
"Smith, Johnson and Hogan",1,0
"Smith, Kim and Woodard",1,0
"Smith, Lucero and Walker",1,0
"Smith, Martin and Barron",1,0
"Smith, Martin and Guerrero",1,0
"Smith, Mitchell and Allen",1,0
"Smith, Morgan and Wagner",1,0
"Smith, Mueller and Diaz",1,0
"Smith, Neal and Dean",1,0
"Smith, Nielsen and Holland",1,0
"Smith, Ochoa and Willis",1,0
"Smith, Oliver and Evans",1,0
"Smith, Owens and Bryant",1,0
"Smith, Page and Allen",1,0
"Smith, Parker and George",1,0
"Smith, Price and Vega",1,0
"Smith, Rios and Walker",1,0
"Smith, Robinson and Ochoa",1,0
"Smith, Rodriguez and Cruz",1,0
"Smith, Rogers and Sawyer",1,0
"Smith, Rose and Howard",1,0
"Smith, Sandoval and Patterson",1,0
"Smith, Smith and Garcia",1,0
"Smith, Smith and Jenkins",1,0
"Smith, Stewart and Jones",1,0
"Smith, Thomas and Sellers",1,0
"Smith, Villanueva and Schmidt",1,0
"Smith, Walker and Farmer",1,0
Smith-Arnold,1,0
Smith-Best,1,0
Smith-Bright,1,0
Smith-Brown,1,1
Smith-Carr,1,0
Smith-Carroll,1,0
Smith-Chan,1,0
Smith-Cox,1,0
Smith-Crawford,1,0
Smith-Cruz,1,0
Smith-Davies,1,0
Smith-Foster,1,0
Smith-Garcia,1,0
Smith-George,1,0
Smith-Gomez,1,0
Smith-Gross,2,0
Smith-Harrell,1,0
Smith-Herman,1,0
Smith-Hernandez,1,0
Smith-James,1,0
Smith-Johnson,1,3
Smith-Jones,1,1
Smith-Joseph,1,0
Smith-Knox,1,0
Smith-Landry,1,0
Smith-Lane,1,0
Smith-Le,1,0
Smith-Mcintyre,1,0
Smith-Mills,1,0
Smith-Newman,1,0
Smith-Park,1,0
Smith-Parker,1,0
Smith-Paul,1,0
Smith-Powell,1,0
Smith-Roberts,1,0
Smith-Ryan,1,0
Smith-Salazar,1,0
Smith-Simon,1,0
Smith-Stanley,1,0
Smith-Sweeney,1,0
Smith-Taylor,1,0
Smith-Thompson,1,0
Smith-Tran,1,0
Smith-Tucker,1,0
Smith-Vasquez,1,0
Smith-Villa,1,0
Smith-Ware,1,0
Smith-Washington,1,0
Smith-Watkins,1,0
Smith-White,1,0
Smith-Wilson,1,0
Smith-Wright,1,0
Snow LLC,1,0
Snyder Group,2,0
Snyder LLC,1,0
Snyder and Sons,1,0
"Snyder, Boone and Hernandez",1,0
"Snyder, Lewis and Dawson",1,0
"Snyder, Martin and Davis",1,0
"Snyder, West and White",1,0
Snyder-Colon,1,0
Snyder-Ford,1,0
Snyder-Ross,1,0
Snyder-Schwartz,1,0
Snyder-Sutton,1,0
Snyder-Velasquez,1,0
Snyder-Washington,1,0
"Solis, Thomas and Sutton",1,0
Solis-Alexander,1,0
Solis-Carey,1,0
"Solomon, Jenkins and Gordon",1,0
Solutions Limited Liability Company,4,3
Solutions Ltd. Liability Co,2,1
"Sosa, Simon and Roberts",1,0
Sosa-Ferguson,1,0
Soto LLC,1,0
Soto and Sons,1,1
"Soto, Jones and Jones",1,0
"Soto, Yang and Schmidt",1,0
Soto-Davis,1,0
Soto-Mills,1,0
Soto-Robbins,1,0
South SE & Son's,1,1
Southeast GmbH & Co. KG Carriers,1,1
Southeast GmbH & Co. KG International,2,1
Southeast Ltd. Liability Co,6,2
Spanish Anchovy GmbH & Co. KG,8,1
Spanish Anchovy SE Marine,3,1
Spanish Anchovy Sagl Freight,5,1
Spanish Mackerel Corp Dredge,1,1
Spanish Mackerel Ltd. Liability Co Consultants,2,1
Spanish Red Snapper A/S Consulting,1,1
Spanish Red Snapper BV,6,0
Spanish Red Snapper Corp,22,1
Spanish Red Snapper Current Ges.m.b.H. Line,2,1
Spanish Red Snapper Saltwater Pic Brothers,2,1
Spanish Shrimp A/S Marine,29,1
Spanish Shrimp Shipping Submarine,1,1
Sparks PLC,1,0
"Sparks, Johnson and Munoz",1,0
"Sparks, Williams and Watson",1,0
Sparks-Hawkins,1,0
Sparks-Holden,1,0
Sparks-Key,1,0
Sparks-Walker,1,0
Sparrman's bream AS Shipping,1,0
Sparrman's bream Co Marine,6,1
Sparrman's bream Ltd Logistics,5,1
Sparrman's bream Tidal LC Carriers,2,1
Sparrmans  Buoy Sagl Family,3,1
Sparrmans  Inc Marine sanctuary,3,1
"Spears, Brown and Lucas",1,0
"Spears, Martinez and Wilkinson",1,0
"Spears, Owen and Li",1,0
"Spears, Wilson and Potter",1,0
Spears-Hall,1,0
Spence Group,1,0
"Spence, Sanchez and Estrada",1,0
Spence-Beltran,1,0
Spence-Hall,1,0
Spencer Inc,1,0
Spencer PLC,1,1
Spencer-Sandoval,1,0
"Stafford, Espinoza and Hoover",1,0
"Stafford, Hernandez and Holmes",1,0
Stanley Group,1,0
Stanley Inc,1,0
Stanley LLC,1,0
"Stanley, Burch and Walker",1,0
"Stanley, Mclaughlin and Fisher",1,0
Stanley-Garcia,1,0
Stanley-Stephenson,1,0
Stanley-Webb,1,0
Stanton LLC,1,0
"Stanton, White and Rose",1,0
Steele Group,2,2
Steele LLC,1,0
"Steele, Moore and Woods",1,0
"Steele, Sandoval and Hernandez",1,0
Stein Group,1,0
"Stein, Cook and Massey",1,0
"Stein, Wood and Anderson",1,0
Stephens Ltd,1,0
Stephens PLC,1,1
"Stephens, Bautista and Rogers",1,0
"Stephens, Johnson and Wright",1,0
"Stephens, Logan and Mann",1,0
"Stephens, Randall and Woods",1,0
"Stephens, Richardson and Evans",1,0
"Stephens, Warner and Frederick",1,0
Stephens-Deleon,1,0
Stephens-Golden,1,0
"Stephenson, Burke and Bennett",1,0
Stephenson-Johnson,1,0
Stephenson-Romero,1,0
Steven Ltd. Liability Co,5,1
Stevens Group,2,0
Stevens Inc,1,0
"Stevens, Clark and Carter",1,0
"Stevens, Sanders and Brown",1,0
Stevens-Cameron,1,0
Stevens-Moore,1,0
Stevenson Group,2,0
Stevenson Ltd,1,0
Stevenson-Serrano,1,0
Stewart Group,1,0
Stewart Inc,1,1
Stewart and Sons,2,0
"Stewart, Campos and Parsons",1,0
"Stewart, Frye and Ibarra",1,0
"Stewart, Ortega and Hernandez",1,0
"Stewart, Schultz and Bauer",1,0
"Stewart, Smith and Valenzuela",1,0
Stewart-Calhoun,1,0
Stewart-Vega,1,0
Stewart-White,1,0
Stichting Ltd. Liability Co Holdings,4,1
Stichting S.A. de C.V.,3,1
Stichting Trout Kga Consultants,1,1
Stokes Group,1,0
Stokes and Sons,1,0
"Stokes, Ramos and Murphy",1,0
Stokes-Morales,1,0
Stone Group,1,0
"Stone, Anderson and Potts",1,0
"Stone, Andrade and Lopez",1,0
"Stone, Carter and Wilson",1,0
"Stone, Cohen and Acosta",1,0
Stone-Alexander,1,0
Stone-Anderson,1,0
Stone-Johnson,1,0
Stone-Kim,1,0
Stone-Li,1,0
Stone-Perry,1,0
Stout Inc,1,0
"Stout, Webb and Wood",1,0
"Stout, Young and Mclean",1,0
Stout-Lewis,1,0
Strickland Inc,1,0
Strickland-Anderson,1,0
Strickland-Diaz,1,0
Strickland-Hernandez,1,0
Strickland-Malone,1,0
Strickland-Mcdonald,1,0
Strickland-Vaughan,1,0
Strong Group,1,0
Stuart and Sons,1,0
"Stuart, Dennis and Delgado",1,0
Stuart-Mathis,1,0
Stuart-West,1,0
"Suarez, Patton and Randall",1,0
"Suarez, Ramirez and Sandoval",1,0
Sudd Swamp   Pic Overseas,5,1
Sullivan Group,2,0
Sullivan Inc,1,0
Sullivan LLC,1,0
Sullivan Ltd,1,0
"Sullivan, Aguilar and Hammond",1,0
"Sullivan, Brady and Ferguson",1,0
"Sullivan, Edwards and Brown",1,0
"Sullivan, Silva and Green",1,0
"Sullivan, Simon and Farmer",1,0
"Sullivan, Williams and Hansen",1,0
"Sullivan, Wilson and Oliver",1,0
Sullivan-Hubbard,1,0
Sullivan-Johnson,1,0
Sullivan-Mason,1,0
Sullivan-Nicholson,1,0
Sullivan-Quinn,1,0
Summers PLC,1,1
"Summers, Alexander and Brady",1,0
Summers-Hayes,1,0
Summers-Rice,1,0
Surf and Sand Dashi AG Transit,1,1
Surf and Sand Eel,1,1
Surf and Sand GmbH Overseas,2,1
Surf and Sand Ltd,1,1
Surf and Sand OJSC Freight,1,1
Surf and Sand SRL Shipping,2,1
Surf and Sand Snapper ОАО Express,1,1
Surf and Sand Tilapia,7,1
Surf and Sea A/S Forwading,2,1
Surf and Sea Inc,5,1
Surf and Sea Marine,3,0
Surf's Up  AG Brothers,2,1
Surf's Up  Kga Marine,2,0
Surf's Up  Kga Shipping,1,1
Surf's Up  Kga Solutions,1,1
Surf's Up s Marina,5,1
Surf's Up s N.V.,3,1
Surf's Up s OJSC Consultants,2,0
Surf's Up s Plc,1,1
Surf's Up s Sagl,5,1
Surf's Up s Snapper,3,1
SurfSide GmbH & Co. KG,2,1
Surfside  GmbH & Co. KG,2,1
Sutton and Sons,1,0
"Sutton, Bates and Martinez",1,0
"Sutton, Willis and Wade",1,0
Sutton-Porter,1,0
Swanson Group,1,1
Swanson LLC,3,0
Swanson PLC,1,0
Swanson and Sons,1,0
"Swanson, Arias and Dougherty",1,0
"Swanson, Harding and Holt",1,0
Sweeney Ltd,1,0
Sweeney PLC,1,0
"Sweeney, Rodriguez and Stewart",1,0
Sweeney-Fox,1,0
Sweeney-Rogers,1,0
SwimFins Company Marine ecology,2,1
SwimFins Limited Liability Company,1,1
SwimFins S.A. de C.V.,2,1
Tales S.A. de C.V.,1,1
Tamil  SRL & Son's,1,1
Tamil Nadu   BV Beach,1,0
Tamil Nadu   Corp Wakame,1,1
Tamil Nadu   Corporation Compass,1,1
Tamil Nadu   Herring Ltd. Corporation Shipping,1,1
Tamil Nadu   Limited Liability Company,3,1
Tamil Nadu   Ltd. Corporation Freight,2,1
Tamil Nadu   Ltd. Liability Co Carriers,2,1
Tamil Nadu   Pic Delivery,3,1
Tamil Nadu   Plc Consulting,1,1
Tamil Nadu   SRL &,2,1
Tamil Nadu  Market Corp,4,1
Tamil Nadu  Market GmbH,1,1
Tamil Nadu  Market Ltd. Corporation Logistics,2,1
Tamil Nadu  Market NV,2,1
Tamil Nadu s A/S,7,3
Tamil Nadu s CJSC,1,1
Tamil Nadu s Company,2,1
Tamil Nadu s Ges.m.b.H.,1,1
Tamil Nadu s Ltd. Corporation,3,1
Tamil Nadu s Mudflat,4,1
Tamil Nadu s NV Merchants,41,1
Tamil Nadu s Pic,3,1
Tamil Nadu s SE,1,1
Tamil Nadu s Shoal Company Express,29,1
Tangier Coast  & S.A. de C.V. Brothers,1,1
Tangier Coast  Corporation Line,2,1
Tangier Coast  Ocean Sagl Marine conservation,1,1
Tangier Coast  Sp United,1,1
"Tapia, Ramirez and Mcdonald",1,0
Tapia-Lewis,1,0
"Tate, Brock and Phillips",1,0
"Tate, Finley and Garcia",1,0
Tate-Sullivan,1,0
Taylor Group,2,0
Taylor Inc,4,1
Taylor LLC,3,1
Taylor Ltd,3,1
Taylor PLC,2,2
Taylor and Sons,1,1
"Taylor, Allen and Villa",1,0
"Taylor, Choi and Merritt",1,0
"Taylor, Davidson and Davis",1,0
"Taylor, Davis and Flores",1,0
"Taylor, Deleon and Torres",1,0
"Taylor, Dixon and Chen",1,0
"Taylor, Fisher and Maddox",1,0
"Taylor, Frey and Molina",1,0
"Taylor, Jenkins and Porter",1,0
"Taylor, Mitchell and May",1,0
"Taylor, Myers and Garcia",1,0
"Taylor, Randall and Harris",1,0
"Taylor, Walsh and Rivera",1,0
"Taylor, Warner and Lin",1,0
Taylor-Baker,1,0
Taylor-Barber,1,0
Taylor-Barnes,1,0
Taylor-Clark,1,0
Taylor-Duarte,1,0
Taylor-Estrada,1,0
Taylor-Johnston,1,0
Taylor-Lawson,1,0
Taylor-Liu,1,0
Taylor-Mitchell,1,0
Taylor-Murphy,1,0
Taylor-Reeves,1,0
Taylor-Rodriguez,1,0
Taylor-Suarez,1,0
Taylor-Taylor,1,0
Taylor-Wright,1,0
Telangana  Ltd. Corporation Investment,1,1
Telangana  Ltd. Liability Co Holdings,1,1
Telangana  NV Cruise ship,2,1
Telangana  S.A. de C.V.,5,2
Telangana  Sagl Marine conservation,1,1
Telangana  Wakame CJSC United,2,1
Terrell Inc,1,0
Terrell-Reid,1,0
Terry Inc,1,1
"Terry, Thomas and Hawkins",1,0
Thalassa Ferry Ltd. Liability Co Worldwide,1,0
The Salted Pearl - Oyj Marine conservation,16,1
The Salted Pearl Inc Cargo,2,1
The Salted Pearl Inc Pelican,37,1
The Salted Pearl Kga,4,1
The Salted Pearl LLC,8,3
The Salted Pearl Ltd. Corporation,2,2
The Salted Pearl Pic,4,2
The Salted Pearl Plc Logistics,4,1
The Salted Pearl S.A. de C.V.,3,1
The Salted Pearl Sagl Transit,6,1
The Salted Pearl ОАО,2,1
The Salted Pearl ОАО Express,1,1
The Salty Dog Corp Shipping,9,1
The Salty Dog OJSC,2,1
The Salty Dog SE,2,1
The Salty Pearl Kga,2,2
The Salty Pearl Marine sanctuary,2,0
The Salty Pearl Pic,9,1
The Sea Lion Corporation,1,1
The Sea Lion Incorporated,7,2
The Sea Lion LC Import,2,1
The Sea Lion NV Marine biology,1,1
The Sea Turtle AB,1,1
The Sea Turtle Company,38,1
The Sea Turtle Plc Consultants,3,1
The Sea Turtle Seagull Kga Line,2,1
Thetis Canal Co Forwading,4,1
Thetis Ltd. Liability Co,25,1
Thoho Limited Liability Company,2,1
Thoho Whale Oyj Solutions,2,1
Thomas Group,3,2
Thomas Inc,1,1
Thomas LLC,3,1
Thomas S.A. de C.V. Logistics,2,1
Thomas and Sons,3,1
"Thomas, Cunningham and Nelson",1,0
"Thomas, Gray and Scott",1,0
"Thomas, Gutierrez and Cooper",1,0
"Thomas, Hamilton and Rivera",1,0
"Thomas, Harris and Willis",1,0
"Thomas, Hicks and Hughes",1,0
"Thomas, Holmes and Alexander",1,0
"Thomas, Martinez and Bailey",1,0
"Thomas, Molina and Bennett",1,0
"Thomas, Rogers and Adams",1,0
"Thomas, Sanchez and Miller",1,0
Thomas-Cain,1,0
Thomas-Frederick,1,0
Thomas-Gonzalez,1,0
Thomas-Gray,1,0
Thomas-Hartman,1,0
Thomas-Hill,1,0
Thomas-Huffman,1,0
Thomas-Jackson,1,0
Thomas-Jenkins,1,0
Thomas-Lee,1,0
Thomas-Lin,1,0
Thomas-Olson,1,0
Thomas-Ortiz,1,0
Thomas-Parker,1,0
Thomas-Peterson,1,0
Thomas-Rasmussen,1,0
Thomas-Reeves,1,0
Thomas-Robinson,1,0
Thomas-Santos,1,0
Thomas-Shaw,1,0
Thomas-Smith,1,0
Thomas-Trujillo,1,0
Thompson Inc,4,1
Thompson LLC,3,0
Thompson Ltd,2,0
Thompson PLC,1,3
Thompson and Sons,1,1
"Thompson, Ballard and Carpenter",1,0
"Thompson, Barton and Robertson",1,0
"Thompson, Green and Martinez",1,0
"Thompson, Harris and Thomas",1,0
"Thompson, James and Mitchell",1,0
"Thompson, Morgan and Morgan",1,0
"Thompson, Riley and Moyer",1,0
"Thompson, Shepherd and Phillips",1,0
Thompson-Bell,1,0
Thompson-Collins,1,0
Thompson-Edwards,1,0
Thompson-Glenn,1,0
Thompson-Gutierrez,1,0
Thompson-Hensley,1,0
Thompson-Rivera,1,0
Thompson-Sanchez,1,0
Thompson-Williams,1,0
Thornton Ltd,2,0
"Thornton, Becker and Patterson",1,0
Thundwa Anchor Incorporated Marine ecology,2,1
Tiao piao  AS Import,2,1
Tiao piao  Limited Liability Company,4,1
Tiao piao  Ltd. Liability Co,1,2
Tiao piao  Sagl Services,1,1
TidalTaste Tidepool Ltd. Liability Co Carriers,1,1
Tide Turners A/S Delivery,2,1
Tide Turners Corp Rybachit,2,1
TideTable Compass Kga Marine,2,1
TideTable GmbH & Co. KG Marine ecology,2,1
TideTable SRL Marine sanctuary,8,1
TideTracker Trout Incorporated Solutions,4,1
TideTurner Cargo  AG Solutions,8,1
TideTurner Tidepool Co Enterprises,13,1
"Todd, Barber and Gross",1,0
"Todd, Bowman and Phillips",1,0
Todd-Velez,1,0
Torres Group,1,2
Torres Inc,1,1
Torres LLC,1,0
Torres PLC,2,1
Torres and Sons,5,1
"Torres, Brown and Jenkins",1,0
"Torres, Holmes and Miller",1,0
"Torres, Levine and Wyatt",1,0
"Torres, Smith and Munoz",1,0
Torres-Alexander,1,0
Torres-Booker,1,0
Torres-Fisher,1,0
Torres-Harvey,1,0
Torres-Lewis,1,0
Torres-Macdonald,1,0
Torres-Roberts,1,0
Torres-Rodriguez,1,0
Torres-White,1,0
Townsend Group,1,0
"Townsend, Cross and Rose",1,0
"Townsend, Davis and Houston",1,0
"Townsend, Durham and Brown",1,0
Townsend-Thompson,1,0
Tran LLC,1,0
Tran Ltd,1,0
"Tran, Rice and Brooks",1,0
"Tran, Torres and Garrett",1,0
Tran-Coleman,1,0
Tran-Smith,1,0
Transit Limited Liability Company,5,2
Transportation Ltd. Liability Co,3,2
"Travis, Middleton and Davis",1,0
"Travis, Phillips and Christensen",1,0
"Trevino, Jackson and Arnold",1,0
"Trevino, Owens and Moore",1,0
Trevino-Chang,1,0
Trevino-Fuentes,1,0
Tripura  Market & Son's Sandbar,3,1
Tripura  Market Oyj Carriers,1,1
Tristen - Corporation Shipping,2,1
Tristen Kga and Son's,1,1
Triton Limited Liability Company,1,1
Triton Seabass Sp Export,22,0
Trujillo Group,1,0
"Trujillo, Brown and Golden",1,0
"Trujillo, Moreno and Garcia",1,0
"Trujillo, Salas and Morris",1,0
Tsha wamba GmbH & Co. KG,7,1
Tsha wamba Incorporated Shipping,2,0
Tsha wamba Pic Barracuda,4,1
Tshikwea GmbH & Co. KG Solutions,1,1
Tshikwea GmbH & Co. KG Wave,4,1
Tucker Group,1,0
"Tucker, Kaufman and Garcia",1,0
"Tucker, Lee and Harris",1,0
"Tucker, Miller and Hill",1,0
"Tucker, Sharp and Lamb",1,0
"Tucker, Sullivan and Ochoa",1,0
"Tucker, White and Nixon",1,0
Tucker-Cole,1,0
Tucker-Hampton,1,0
Tucker-Johnson,1,0
Tucker-Logan,1,0
Tucker-Rojas,1,0
Tucker-Turner,1,0
TunaTime Ltd. Liability Co,1,1
TunaTime Ltd. Liability Co Line,2,1
TunaTreat GmbH & Co. KG Shipping,1,1
TunaTreat Seagrass ОАО Distribution,3,0
TunaTreats LLC Marine life,1,1
TunaTreats Ltd. Liability Co Transit,1,1
Turkish Calamari AB Marine conservation,7,1
Turkish Calamari Co Manatee,2,1
Turkish Calamari LLC Shipping,5,1
Turkish Calamari Plc ship,1,1
Turkish Mussels Company Transport,2,1
Turkish Mussels S.A. de C.V. Transport,2,1
Turkish Salmon A/S Marine,2,1
Turkish Salmon LC Barracuda,1,1
Turkish Salmon ОАО Transit,1,1
Turkish Sword Incorporated Distribution,2,1
Turkish Sword LLC Cargo,1,0
Turkish Sword S.A. de C.V.,1,1
Turkish Sword Sagl Seafarer,5,1
Turkish Sword Salt spray LLC Transport,2,1
Turner Group,1,0
Turner Ltd,2,1
Turner and Sons,1,1
"Turner, Butler and Johnson",1,0
"Turner, Collins and Sanchez",1,0
"Turner, Escobar and Lopez",1,0
"Turner, Jones and Thomas",1,0
"Turner, Moses and Stewart",1,0
"Turner, Patterson and Sullivan",1,0
"Turner, Ross and Smith",1,0
"Turner, Sweeney and Carpenter",1,0
"Turner, Wolf and Lamb",1,0
Turner-Brooks,1,0
Turner-Brown,1,0
Turner-Dodson,1,0
Turner-Garcia,2,0
Turner-Huffman,1,0
Turner-Mccann,1,0
Turner-Mcguire,1,0
Turner-Owen,2,0
Turner-Rosales,1,0
Turner-Sanchez,1,0
Turner-Stevenson,1,0
Turner-Thompson,1,0
Turner-Webster,1,0
Tyler LLC,1,2
Tyler Ltd,1,0
Tyler and Sons,1,0
Tyler-Keller,1,0
Underwood Inc,1,1
Underwood Ltd,1,0
"Underwood, Newton and Hunt",1,0
United S.A. de C.V.,10,2
Uttar Pradesh Sea  Company Seafoam,2,1
Uttar Pradesh Sea  Ges.m.b.H. Industrial,3,1
Uttar Pradesh Sea  United,3,1
Uttar Pradesh s Barracuda,1,1
Uttar Pradesh s Corporation,2,1
Uttar Pradesh s Ges.m.b.H.,3,1
Uttar Pradesh s LLC Consultants,2,1
Uttar Pradesh s Logistics,1,1
Uttarakhand   LLC Marine biology,3,0
Uttarakhand   Saltwater AB Distribution,2,1
Uttarakhand   Seal Oyj Freight,1,1
Uttarakhand  Market Limited Liability Company Transport,1,1
Uttarakhand  Market Ltd. Liability Co Merchants,2,0
Uttarakhand  Market Marine life Salmon,3,1
Valdez and Sons,2,0
Valdez-Leach,1,0
Valdez-Ritter,1,0
Valencia Group,1,0
Valencia-Haley,1,0
Valencia-Miller,1,0
Valencia-Peck,1,0
Valentine Group,1,0
Valentine-Hoover,1,0
Valentine-Mayer,1,0
Valenzuela PLC,1,0
Vance Group,1,0
Vance Inc,1,0
"Vance, Lynch and Hensley",1,0
"Vance, Stewart and Love",1,0
Vang-Pierce,1,0
Vargas LLC,1,0
"Vargas, Everett and Baker",1,0
"Vargas, Hinton and Shepherd",1,0
"Vargas, Jensen and Esparza",1,0
"Vargas, Kelly and Hess",1,0
"Vargas, Payne and Hernandez",1,0
Vargas-Morris,1,0
Vargas-Woods,1,0
Vasquez Group,2,0
Vasquez Inc,1,0
Vasquez LLC,1,0
Vasquez Ltd,3,0
"Vasquez, Clark and Lambert",1,0
"Vasquez, Duncan and Cross",1,0
"Vasquez, Martin and Payne",1,0
"Vasquez, Torres and Chan",1,0
Vasquez-Alvarez,1,0
Vasquez-Bautista,1,0
Vasquez-Jones,1,0
Vaughan-Gentry,1,0
Vaughan-Schneider,1,0
"Vaughn, Avila and Perry",1,0
"Vaughn, Warren and Booth",1,0
Vaughn-Mcintosh,1,0
Vaughn-Mullins,1,0
Vaughn-Patel,1,0
Vazquez Inc,1,1
Vazquez Ltd,1,0
"Vazquez, Aguilar and Gardner",1,0
"Vazquez, Palmer and Logan",1,0
Vazquez-Dunn,1,0
Vazquez-Peck,1,0
Vazquez-Wright,1,0
Vega Inc,1,0
Vega and Sons,1,0
"Vega, Wilson and Miller",1,0
Vega-Johnson,1,0
Velasquez-Johns,1,0
Velazquez Inc,1,0
"Velazquez, Rivera and Fox",1,0
Velazquez-Harris,1,0
Velazquez-Ramirez,1,0
Velazquez-Spencer,1,0
Velez Inc,1,0
Velez PLC,1,0
"Velez, Brown and Little",1,0
"Velez, Hoffman and Thompson",1,0
"Velez, Wong and Heath",1,0
Velez-Macdonald,1,0
Vespuci Krill OJSC Transportation,8,1
Vespuci Limited Liability Company,1,2
Vespuci Marine ecology Seabed,22,1
Vespuci Sandbar Sp Brothers,119,1
Vespuci Seabreeze N.V. Marine biology,1,1
Victoria Falls   BV Seabass,4,1
Victoria Falls   BV Worldwide,4,0
Victoria Falls   Corporation Coast,2,1
Victoria Falls   Kga United,1,1
